chrom	type	start	end	strand	attributes
chr1	gene	42463220	42657189	+	ID=ENSG00000186409.19;gene_id=ENSG00000186409.19;gene_type=protein_coding;gene_name=CCDC30;level=2;hgnc_id=HGNC:26103;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000007334.18
chr1	gene	42658334	42676757	+	ID=ENSG00000171960.12;gene_id=ENSG00000171960.12;gene_type=protein_coding;gene_name=PPIH;level=2;hgnc_id=HGNC:14651;havana_gene=OTTHUMG00000007520.7
chr1	gene	42682417	42703804	+	ID=ENSG00000065978.19;gene_id=ENSG00000065978.19;gene_type=protein_coding;gene_name=YBX1;level=2;hgnc_id=HGNC:8014;havana_gene=OTTHUMG00000007523.7
chr1	gene	42733092	42740253	-	ID=ENSG00000164007.11;gene_id=ENSG00000164007.11;gene_type=protein_coding;gene_name=CLDN19;level=2;hgnc_id=HGNC:2040;havana_gene=OTTHUMG00000007524.2
chr1	gene	42746334	42767083	-	ID=ENSG00000117385.16;gene_id=ENSG00000117385.16;gene_type=protein_coding;gene_name=P3H1;level=2;hgnc_id=HGNC:19316;havana_gene=OTTHUMG00000007525.8
chr1	gene	42767244	42779490	+	ID=ENSG00000164008.17;gene_id=ENSG00000164008.17;gene_type=protein_coding;gene_name=C1orf50;level=1;hgnc_id=HGNC:28795;tag=overlapping_locus;havana_gene=OTTHUMG00000191873.3
chr1	gene	42767291	42794492	+	ID=ENSG00000283580.4;gene_id=ENSG00000283580.4;gene_type=protein_coding;gene_name=ENSG00000283580;level=2;tag=overlapping_locus,readthrough_gene;havana_gene=OTTHUMG00000007568.9
chr1	gene	42784990	42816618	+	ID=ENSG00000274386.6;gene_id=ENSG00000274386.6;gene_type=protein_coding;gene_name=TMEM269;level=2;hgnc_id=HGNC:52381;tag=overlapping_locus;havana_gene=OTTHUMG00000188150.3
chr1	gene	42807051	42817396	-	ID=ENSG00000177868.12;gene_id=ENSG00000177868.12;gene_type=protein_coding;gene_name=SVBP;level=2;hgnc_id=HGNC:29204;havana_gene=OTTHUMG00000007566.2
chr1	gene	42817121	42844990	+	ID=ENSG00000164010.15;gene_id=ENSG00000164010.15;gene_type=protein_coding;gene_name=ERMAP;level=2;hgnc_id=HGNC:15743;havana_gene=OTTHUMG00000007619.3
chr1	gene	42846572	42852476	+	ID=ENSG00000164011.18;gene_id=ENSG00000164011.18;gene_type=protein_coding;gene_name=ZNF691;level=2;hgnc_id=HGNC:28028;havana_gene=OTTHUMG00000007623.7
chr1	gene	42925352	42958892	-	ID=ENSG00000117394.24;gene_id=ENSG00000117394.24;gene_type=protein_coding;gene_name=SLC2A1;level=2;hgnc_id=HGNC:11005;havana_gene=OTTHUMG00000007657.12
chr1	gene	43145152	43156395	+	ID=ENSG00000186973.11;gene_id=ENSG00000186973.11;gene_type=protein_coding;gene_name=FAM183A;level=1;hgnc_id=HGNC:34347;havana_gene=OTTHUMG00000007286.5
chr1	gene	43164174	43270935	-	ID=ENSG00000117395.13;gene_id=ENSG00000117395.13;gene_type=protein_coding;gene_name=EBNA1BP2;level=2;hgnc_id=HGNC:15531;tag=ncRNA_host;havana_gene=OTTHUMG00000007284.2
chr1	gene	43172329	43254357	+	ID=ENSG00000243710.8;gene_id=ENSG00000243710.8;gene_type=protein_coding;gene_name=CFAP57;level=1;hgnc_id=HGNC:26485;tag=ncRNA_host;havana_gene=OTTHUMG00000007285.3
chr1	gene	43269982	43274001	+	ID=ENSG00000179178.11;gene_id=ENSG00000179178.11;gene_type=protein_coding;gene_name=TMEM125;level=2;hgnc_id=HGNC:28275;havana_gene=OTTHUMG00000007288.4
chr1	gene	43281876	43285616	-	ID=ENSG00000253313.6;gene_id=ENSG00000253313.6;gene_type=protein_coding;gene_name=C1orf210;level=2;hgnc_id=HGNC:28755;havana_gene=OTTHUMG00000007289.3
chr1	gene	43300981	43323107	+	ID=ENSG00000066056.14;gene_id=ENSG00000066056.14;gene_type=protein_coding;gene_name=TIE1;level=2;hgnc_id=HGNC:11809;havana_gene=OTTHUMG00000007282.5
chr1	gene	43337817	43354465	+	ID=ENSG00000117400.18;gene_id=ENSG00000117400.18;gene_type=protein_coding;gene_name=MPL;level=2;hgnc_id=HGNC:7217;havana_gene=OTTHUMG00000007429.7
chr1	gene	43358980	43363202	+	ID=ENSG00000117399.14;gene_id=ENSG00000117399.14;gene_type=protein_coding;gene_name=CDC20;level=2;hgnc_id=HGNC:1723;havana_gene=OTTHUMG00000007420.3
chr1	gene	43363397	43368073	-	ID=ENSG00000066322.15;gene_id=ENSG00000066322.15;gene_type=protein_coding;gene_name=ELOVL1;level=2;hgnc_id=HGNC:14418;tag=ncRNA_host;havana_gene=OTTHUMG00000007422.3
chr1	gene	43383916	43389807	-	ID=ENSG00000159479.17;gene_id=ENSG00000159479.17;gene_type=protein_coding;gene_name=MED8;level=1;hgnc_id=HGNC:19971;havana_gene=OTTHUMG00000007421.7
chr1	gene	43389881	43454246	+	ID=ENSG00000198198.17;gene_id=ENSG00000198198.17;gene_type=protein_coding;gene_name=SZT2;level=2;hgnc_id=HGNC:29040;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000007423.17
chr1	gene	43450988	43453988	-	ID=ENSG00000178922.18;gene_id=ENSG00000178922.18;gene_type=protein_coding;gene_name=HYI;level=2;hgnc_id=HGNC:26948;havana_gene=OTTHUMG00000007502.3
chr1	gene	43525186	43623665	+	ID=ENSG00000142949.17;gene_id=ENSG00000142949.17;gene_type=protein_coding;gene_name=PTPRF;level=2;hgnc_id=HGNC:9670;havana_gene=OTTHUMG00000007501.6
chr1	gene	43650148	43705517	+	ID=ENSG00000066135.13;gene_id=ENSG00000066135.13;gene_type=protein_coding;gene_name=KDM4A;level=2;hgnc_id=HGNC:22978;tag=overlapping_locus;havana_gene=OTTHUMG00000007560.4
chr1	gene	43650148	43931013	+	ID=ENSG00000284989.1;gene_id=ENSG00000284989.1;gene_type=protein_coding;gene_name=ENSG00000284989;level=2;tag=ncRNA_host,overlapping_locus,readthrough_gene;havana_gene=OTTHUMG00000192482.1
chr1	gene	43705823	43931164	+	ID=ENSG00000126091.21;gene_id=ENSG00000126091.21;gene_type=protein_coding;gene_name=ST3GAL3;level=1;hgnc_id=HGNC:10866;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000007561.18
chr1	gene	43933319	43937239	+	ID=ENSG00000117407.17;gene_id=ENSG00000117407.17;gene_type=protein_coding;gene_name=ARTN;level=2;hgnc_id=HGNC:727;havana_gene=OTTHUMG00000007705.4
chr1	gene	43946949	43968021	+	ID=ENSG00000117408.11;gene_id=ENSG00000117408.11;gene_type=protein_coding;gene_name=IPO13;level=2;hgnc_id=HGNC:16853;havana_gene=OTTHUMG00000008297.3
chr1	gene	43969999	43973368	+	ID=ENSG00000132768.14;gene_id=ENSG00000132768.14;gene_type=protein_coding;gene_name=DPH2;level=1;hgnc_id=HGNC:3004;havana_gene=OTTHUMG00000008295.3
chr1	gene	43974486	43978294	+	ID=ENSG00000117410.14;gene_id=ENSG00000117410.14;gene_type=protein_coding;gene_name=ATP6V0B;level=2;hgnc_id=HGNC:861;havana_gene=OTTHUMG00000008298.4
chr1	gene	43978942	43991169	+	ID=ENSG00000117411.18;gene_id=ENSG00000117411.18;gene_type=protein_coding;gene_name=B4GALT2;level=2;hgnc_id=HGNC:925;havana_gene=OTTHUMG00000008296.1
chr1	gene	43991358	43996527	+	ID=ENSG00000159214.13;gene_id=ENSG00000159214.13;gene_type=protein_coding;gene_name=CCDC24;level=2;hgnc_id=HGNC:28688;havana_gene=OTTHUMG00000008299.5
chr1	gene	43991499	44031466	-	ID=ENSG00000196517.13;gene_id=ENSG00000196517.13;gene_type=protein_coding;gene_name=SLC6A9;level=1;hgnc_id=HGNC:11056;havana_gene=OTTHUMG00000008294.4
chr1	gene	44118820	44135139	+	ID=ENSG00000171872.5;gene_id=ENSG00000171872.5;gene_type=protein_coding;gene_name=KLF17;level=2;hgnc_id=HGNC:18830;havana_gene=OTTHUMG00000009664.4
chr1	gene	44137820	44141630	-	ID=ENSG00000283039.1;gene_id=ENSG00000283039.1;gene_type=protein_coding;gene_name=KLF18;level=2;hgnc_id=HGNC:51793;havana_gene=OTTHUMG00000007489.5
chr1	gene	44213454	44220680	+	ID=ENSG00000178028.14;gene_id=ENSG00000178028.14;gene_type=protein_coding;gene_name=DMAP1;level=2;hgnc_id=HGNC:18291;havana_gene=OTTHUMG00000007577.5
chr1	gene	44221069	44355259	-	ID=ENSG00000117419.16;gene_id=ENSG00000117419.16;gene_type=protein_coding;gene_name=ERI3;level=2;hgnc_id=HGNC:17276;tag=overlapping_locus;havana_gene=OTTHUMG00000007637.7
chr1	gene	44405193	44651723	+	ID=ENSG00000187147.18;gene_id=ENSG00000187147.18;gene_type=protein_coding;gene_name=RNF220;level=2;hgnc_id=HGNC:25552;tag=ncRNA_host;havana_gene=OTTHUMG00000007697.8
chr1	gene	44635237	44674480	-	ID=ENSG00000126106.14;gene_id=ENSG00000126106.14;gene_type=protein_coding;gene_name=TMEM53;level=2;hgnc_id=HGNC:26186;havana_gene=OTTHUMG00000007833.3
chr1	gene	44674691	44725590	+	ID=ENSG00000198520.12;gene_id=ENSG00000198520.12;gene_type=protein_coding;gene_name=ARMH1;level=1;hgnc_id=HGNC:34345;havana_gene=OTTHUMG00000007834.10
chr1	gene	44739817	44767766	+	ID=ENSG00000142945.13;gene_id=ENSG00000142945.13;gene_type=protein_coding;gene_name=KIF2C;level=2;hgnc_id=HGNC:6393;havana_gene=OTTHUMG00000008416.7
chr1	gene	44775250	44778778	+	ID=ENSG00000142937.12;gene_id=ENSG00000142937.12;gene_type=protein_coding;gene_name=RPS8;level=2;hgnc_id=HGNC:10441;tag=ncRNA_host;havana_gene=OTTHUMG00000008494.2
chr1	gene	44783584	44788169	-	ID=ENSG00000142959.5;gene_id=ENSG00000142959.5;gene_type=protein_coding;gene_name=BEST4;level=2;hgnc_id=HGNC:17106;havana_gene=OTTHUMG00000008488.2
chr1	gene	44800376	44805989	+	ID=ENSG00000173846.13;gene_id=ENSG00000173846.13;gene_type=protein_coding;gene_name=PLK3;level=2;hgnc_id=HGNC:2154;havana_gene=OTTHUMG00000008491.3
chr1	gene	44805892	44807350	-	ID=ENSG00000188396.4;gene_id=ENSG00000188396.4;gene_type=protein_coding;gene_name=DYNLT4;level=2;hgnc_id=HGNC:32315;havana_gene=OTTHUMG00000008489.1
chr1	gene	44808522	44815584	+	ID=ENSG00000222009.9;gene_id=ENSG00000222009.9;gene_type=protein_coding;gene_name=BTBD19;level=2;hgnc_id=HGNC:27145;havana_gene=OTTHUMG00000008493.3
chr1	gene	44819843	44843252	-	ID=ENSG00000117425.14;gene_id=ENSG00000117425.14;gene_type=protein_coding;gene_name=PTCH2;level=2;hgnc_id=HGNC:9586;tag=ncRNA_host;havana_gene=OTTHUMG00000008490.5
chr1	gene	44850521	44986721	-	ID=ENSG00000070785.17;gene_id=ENSG00000070785.17;gene_type=protein_coding;gene_name=EIF2B3;level=2;hgnc_id=HGNC:3259;havana_gene=OTTHUMG00000008585.5
chr1	gene	45002539	45011323	-	ID=ENSG00000126107.15;gene_id=ENSG00000126107.15;gene_type=protein_coding;gene_name=HECTD3;level=2;hgnc_id=HGNC:26117;havana_gene=OTTHUMG00000008587.2
chr1	gene	45010949	45015574	+	ID=ENSG00000126088.14;gene_id=ENSG00000126088.14;gene_type=protein_coding;gene_name=UROD;level=2;hgnc_id=HGNC:12591;havana_gene=OTTHUMG00000008949.7
chr1	gene	45016398	45306208	-	ID=ENSG00000162415.7;gene_id=ENSG00000162415.7;gene_type=protein_coding;gene_name=ZSWIM5;level=2;hgnc_id=HGNC:29299;tag=overlapping_locus;havana_gene=OTTHUMG00000008950.3
chr1	gene	45326894	45328709	+	ID=ENSG00000186603.7;gene_id=ENSG00000186603.7;gene_type=protein_coding;gene_name=HPDL;level=2;hgnc_id=HGNC:28242;havana_gene=OTTHUMG00000007681.2
chr1	gene	45329162	45340892	-	ID=ENSG00000132781.20;gene_id=ENSG00000132781.20;gene_type=protein_coding;gene_name=MUTYH;level=1;hgnc_id=HGNC:7527;havana_gene=OTTHUMG00000007682.11
chr1	gene	45329261	45491154	-	ID=ENSG00000288208.1;gene_id=ENSG00000288208.1;gene_type=protein_coding;gene_name=ENSG00000288208;level=2;tag=readthrough_gene,overlapping_locus;havana_gene=OTTHUMG00000195938.1
chr1	gene	45340051	45343972	+	ID=ENSG00000132773.12;gene_id=ENSG00000132773.12;gene_type=protein_coding;gene_name=TOE1;level=2;hgnc_id=HGNC:15954;havana_gene=OTTHUMG00000007678.3
chr1	gene	45343882	45491162	-	ID=ENSG00000070759.17;gene_id=ENSG00000070759.17;gene_type=protein_coding;gene_name=TESK2;level=2;hgnc_id=HGNC:11732;havana_gene=OTTHUMG00000007680.3
chr1	gene	45493865	45500078	-	ID=ENSG00000280670.3;gene_id=ENSG00000280670.3;gene_type=protein_coding;gene_name=CCDC163;level=2;hgnc_id=HGNC:27003;havana_gene=OTTHUMG00000007741.10
chr1	gene	45500299	45513381	+	ID=ENSG00000132763.15;gene_id=ENSG00000132763.15;gene_type=protein_coding;gene_name=MMACHC;level=1;hgnc_id=HGNC:24525;havana_gene=OTTHUMG00000007742.6
chr1	gene	45510913	45542731	-	ID=ENSG00000117450.15;gene_id=ENSG00000117450.15;gene_type=protein_coding;gene_name=PRDX1;level=2;hgnc_id=HGNC:9352;havana_gene=OTTHUMG00000007738.7
chr1	gene	45550542	45570048	+	ID=ENSG00000117448.14;gene_id=ENSG00000117448.14;gene_type=protein_coding;gene_name=AKR1A1;level=1;hgnc_id=HGNC:380;havana_gene=OTTHUMG00000007740.4
chr1	gene	45583845	45618903	+	ID=ENSG00000132780.17;gene_id=ENSG00000132780.17;gene_type=protein_coding;gene_name=NASP;level=1;hgnc_id=HGNC:7644;havana_gene=OTTHUMG00000007826.5
chr1	gene	45620043	45624056	-	ID=ENSG00000159588.15;gene_id=ENSG00000159588.15;gene_type=protein_coding;gene_name=CCDC17;level=2;hgnc_id=HGNC:26574;havana_gene=OTTHUMG00000007822.8
chr1	gene	45627303	45688112	-	ID=ENSG00000159592.11;gene_id=ENSG00000159592.11;gene_type=protein_coding;gene_name=GPBP1L1;level=2;hgnc_id=HGNC:28843;tag=overlapping_locus;havana_gene=OTTHUMG00000040990.3
chr1	gene	45688180	45694435	+	ID=ENSG00000159596.7;gene_id=ENSG00000159596.7;gene_type=protein_coding;gene_name=TMEM69;level=2;hgnc_id=HGNC:28035;havana_gene=OTTHUMG00000040993.2
chr1	gene	45694323	45750652	-	ID=ENSG00000197429.11;gene_id=ENSG00000197429.11;gene_type=protein_coding;gene_name=IPP;level=2;hgnc_id=HGNC:6108;tag=overlapping_locus;havana_gene=OTTHUMG00000008004.4
chr1	gene	45786986	46036121	+	ID=ENSG00000086015.23;gene_id=ENSG00000086015.23;gene_type=protein_coding;gene_name=MAST2;level=2;hgnc_id=HGNC:19035;havana_gene=OTTHUMG00000008007.7
chr1	gene	46040139	46133035	-	ID=ENSG00000117461.15;gene_id=ENSG00000117461.15;gene_type=protein_coding;gene_name=PIK3R3;level=2;hgnc_id=HGNC:8981;tag=overlapping_locus;havana_gene=OTTHUMG00000008096.4
chr1	gene	46043660	46176487	-	ID=ENSG00000278139.1;gene_id=ENSG00000278139.1;gene_type=protein_coding;gene_name=P3R3URF-PIK3R3;level=2;hgnc_id=HGNC:54999;tag=overlapping_locus,readthrough_gene;havana_gene=OTTHUMG00000186753.1
chr1	gene	46175072	46185961	+	ID=ENSG00000117472.10;gene_id=ENSG00000117472.10;gene_type=protein_coding;gene_name=TSPAN1;level=2;hgnc_id=HGNC:20657;havana_gene=OTTHUMG00000007602.2
chr1	gene	46175485	46176487	-	ID=ENSG00000250719.2;gene_id=ENSG00000250719.2;gene_type=protein_coding;gene_name=P3R3URF;level=1;hgnc_id=HGNC:53451;tag=overlapping_locus;havana_gene=OTTHUMG00000007603.2
chr1	gene	46188682	46220304	-	ID=ENSG00000085998.15;gene_id=ENSG00000085998.15;gene_type=protein_coding;gene_name=POMGNT1;level=2;hgnc_id=HGNC:19139;havana_gene=OTTHUMG00000007604.3
chr1	gene	46203333	46221255	+	ID=ENSG00000171357.6;gene_id=ENSG00000171357.6;gene_type=protein_coding;gene_name=LURAP1;level=2;hgnc_id=HGNC:32327;havana_gene=OTTHUMG00000007605.2
chr1	gene	46246460	46278479	+	ID=ENSG00000085999.13;gene_id=ENSG00000085999.13;gene_type=protein_coding;gene_name=RAD54L;level=1;hgnc_id=HGNC:9826;havana_gene=OTTHUMG00000007772.10
chr1	gene	46261195	46303615	-	ID=ENSG00000132128.18;gene_id=ENSG00000132128.18;gene_type=protein_coding;gene_name=LRRC41;level=2;hgnc_id=HGNC:16917;havana_gene=OTTHUMG00000007810.7
chr1	gene	46303697	46316775	+	ID=ENSG00000173660.12;gene_id=ENSG00000173660.12;gene_type=protein_coding;gene_name=UQCRH;level=2;hgnc_id=HGNC:12590;havana_gene=OTTHUMG00000007813.4
chr1	gene	46340788	46365151	+	ID=ENSG00000117481.11;gene_id=ENSG00000117481.11;gene_type=protein_coding;gene_name=NSUN4;level=2;hgnc_id=HGNC:31802;havana_gene=OTTHUMG00000007808.4
chr1	gene	46394316	46413847	+	ID=ENSG00000117480.16;gene_id=ENSG00000117480.16;gene_type=protein_coding;gene_name=FAAH;level=2;hgnc_id=HGNC:3553;havana_gene=OTTHUMG00000007811.3
chr1	gene	46489835	46516215	+	ID=ENSG00000197587.11;gene_id=ENSG00000197587.11;gene_type=protein_coding;gene_name=DMBX1;level=2;hgnc_id=HGNC:19026;havana_gene=OTTHUMG00000007982.3
chr1	gene	46532165	46543968	-	ID=ENSG00000282881.3;gene_id=ENSG00000282881.3;gene_type=protein_coding;gene_name=TMEM275;level=2;hgnc_id=HGNC:53938;havana_gene=OTTHUMG00000191600.2
chr1	gene	46545640	46551646	-	ID=ENSG00000162456.10;gene_id=ENSG00000162456.10;gene_type=protein_coding;gene_name=KNCN;level=2;hgnc_id=HGNC:26488;havana_gene=OTTHUMG00000007987.3
chr1	gene	46557406	46616842	-	ID=ENSG00000079277.22;gene_id=ENSG00000079277.22;gene_type=protein_coding;gene_name=MKNK1;level=1;hgnc_id=HGNC:7110;tag=overlapping_locus;havana_gene=OTTHUMG00000007983.8
chr1	gene	46607718	46616810	-	ID=ENSG00000142961.16;gene_id=ENSG00000142961.16;gene_type=protein_coding;gene_name=MOB3C;level=2;hgnc_id=HGNC:29800;tag=overlapping_locus;havana_gene=OTTHUMG00000007989.2
chr1	gene	46632736	46673866	-	ID=ENSG00000123472.13;gene_id=ENSG00000123472.13;gene_type=protein_coding;gene_name=ATPAF1;level=1;hgnc_id=HGNC:18803;tag=overlapping_locus;havana_gene=OTTHUMG00000007988.4
chr1	gene	46668854	46673593	+	ID=ENSG00000186118.9;gene_id=ENSG00000186118.9;gene_type=protein_coding;gene_name=TEX38;level=1;hgnc_id=HGNC:29589;havana_gene=OTTHUMG00000007991.4
chr1	gene	46674658	46719145	-	ID=ENSG00000159658.15;gene_id=ENSG00000159658.15;gene_type=protein_coding;gene_name=EFCAB14;level=2;hgnc_id=HGNC:29051;havana_gene=OTTHUMG00000007992.10
chr1	gene	46757837	46819412	+	ID=ENSG00000142973.15;gene_id=ENSG00000142973.15;gene_type=protein_coding;gene_name=CYP4B1;level=1;hgnc_id=HGNC:2644;havana_gene=OTTHUMG00000007984.9
chr1	gene	46929176	46941483	-	ID=ENSG00000187048.14;gene_id=ENSG00000187048.14;gene_type=protein_coding;gene_name=CYP4A11;level=2;hgnc_id=HGNC:2642;havana_gene=OTTHUMG00000008020.4
chr1	gene	47023668	47050750	+	ID=ENSG00000186377.8;gene_id=ENSG00000186377.8;gene_type=protein_coding;gene_name=CYP4X1;level=2;hgnc_id=HGNC:20244;havana_gene=OTTHUMG00000008017.2
chr1	gene	47067230	47118317	+	ID=ENSG00000186160.5;gene_id=ENSG00000186160.5;gene_type=protein_coding;gene_name=CYP4Z1;level=2;hgnc_id=HGNC:20583;havana_gene=OTTHUMG00000008019.2
chr1	gene	47137434	47149726	+	ID=ENSG00000162365.13;gene_id=ENSG00000162365.13;gene_type=protein_coding;gene_name=CYP4A22;level=2;hgnc_id=HGNC:20575;havana_gene=OTTHUMG00000007845.3
chr1	gene	47183581	47191043	-	ID=ENSG00000162366.8;gene_id=ENSG00000162366.8;gene_type=protein_coding;gene_name=PDZK1IP1;level=2;hgnc_id=HGNC:16887;havana_gene=OTTHUMG00000007852.4
chr1	gene	47216289	47232224	-	ID=ENSG00000162367.12;gene_id=ENSG00000162367.12;gene_type=protein_coding;gene_name=TAL1;level=2;hgnc_id=HGNC:11556;havana_gene=OTTHUMG00000007847.3
chr1	gene	47250138	47314891	-	ID=ENSG00000123473.17;gene_id=ENSG00000123473.17;gene_type=protein_coding;gene_name=STIL;level=1;hgnc_id=HGNC:10879;havana_gene=OTTHUMG00000007851.4
chr1	gene	47333789	47394865	+	ID=ENSG00000162368.15;gene_id=ENSG00000162368.15;gene_type=protein_coding;gene_name=CMPK1;level=2;hgnc_id=HGNC:18170;havana_gene=OTTHUMG00000007849.4
chr1	gene	47416284	47418051	+	ID=ENSG00000186790.6;gene_id=ENSG00000186790.6;gene_type=protein_coding;gene_name=FOXE3;level=2;hgnc_id=HGNC:3808;havana_gene=OTTHUMG00000007954.2
chr1	gene	47438043	47440690	+	ID=ENSG00000186564.6;gene_id=ENSG00000186564.6;gene_type=protein_coding;gene_name=FOXD2;level=2;hgnc_id=HGNC:3803;havana_gene=OTTHUMG00000007950.1
chr1	gene	47760527	47997384	-	ID=ENSG00000269113.4;gene_id=ENSG00000269113.4;gene_type=protein_coding;gene_name=TRABD2B;level=2;hgnc_id=HGNC:44200;tag=overlapping_locus;havana_gene=OTTHUMG00000007960.4
chr1	gene	48222684	48248643	+	ID=ENSG00000117834.13;gene_id=ENSG00000117834.13;gene_type=protein_coding;gene_name=SLC5A9;level=2;hgnc_id=HGNC:22146;havana_gene=OTTHUMG00000007959.6
chr1	gene	48295372	48472207	-	ID=ENSG00000132122.12;gene_id=ENSG00000132122.12;gene_type=protein_coding;gene_name=SPATA6;level=2;hgnc_id=HGNC:18309;tag=overlapping_locus;havana_gene=OTTHUMG00000007794.5
chr1	gene	48532853	50023953	-	ID=ENSG00000186094.18;gene_id=ENSG00000186094.18;gene_type=protein_coding;gene_name=AGBL4;level=2;hgnc_id=HGNC:25892;tag=overlapping_locus;havana_gene=OTTHUMG00000007793.6
chr1	gene	48727518	48776968	-	ID=ENSG00000162373.13;gene_id=ENSG00000162373.13;gene_type=protein_coding;gene_name=BEND5;level=2;hgnc_id=HGNC:25668;tag=overlapping_locus;havana_gene=OTTHUMG00000008153.4
chr1	gene	50024028	50203771	+	ID=ENSG00000162374.18;gene_id=ENSG00000162374.18;gene_type=protein_coding;gene_name=ELAVL4;level=2;hgnc_id=HGNC:3315;tag=overlapping_locus;havana_gene=OTTHUMG00000007877.5
chr1	gene	50417549	50423442	-	ID=ENSG00000142700.12;gene_id=ENSG00000142700.12;gene_type=protein_coding;gene_name=DMRTA2;level=2;hgnc_id=HGNC:13908;havana_gene=OTTHUMG00000007884.4
chr1	gene	50437027	50960266	-	ID=ENSG00000185104.21;gene_id=ENSG00000185104.21;gene_type=protein_coding;gene_name=FAF1;level=2;hgnc_id=HGNC:3578;havana_gene=OTTHUMG00000007930.7
chr1	gene	50960744	50974633	+	ID=ENSG00000123080.12;gene_id=ENSG00000123080.12;gene_type=protein_coding;gene_name=CDKN2C;level=2;hgnc_id=HGNC:1789;havana_gene=OTTHUMG00000008046.4
chr1	gene	51102220	51148085	+	ID=ENSG00000204006.11;gene_id=ENSG00000204006.11;gene_type=protein_coding;gene_name=C1orf185;level=2;hgnc_id=HGNC:28096;tag=ncRNA_host;havana_gene=OTTHUMG00000008084.7
chr1	gene	51236272	51273446	+	ID=ENSG00000123091.5;gene_id=ENSG00000123091.5;gene_type=protein_coding;gene_name=RNF11;level=2;hgnc_id=HGNC:10056;havana_gene=OTTHUMG00000008190.3
chr1	gene	51287257	51345115	-	ID=ENSG00000085831.16;gene_id=ENSG00000085831.16;gene_type=protein_coding;gene_name=TTC39A;level=2;hgnc_id=HGNC:18657;havana_gene=OTTHUMG00000008193.5
chr1	gene	51354262	51519327	-	ID=ENSG00000085832.18;gene_id=ENSG00000085832.18;gene_type=protein_coding;gene_name=EPS15;level=1;hgnc_id=HGNC:3419;havana_gene=OTTHUMG00000008192.3
chr1	gene	51577178	51798426	+	ID=ENSG00000117859.19;gene_id=ENSG00000117859.19;gene_type=protein_coding;gene_name=OSBPL9;level=2;hgnc_id=HGNC:16386;tag=overlapping_locus;havana_gene=OTTHUMG00000008234.9
chr1	gene	51789190	51878804	-	ID=ENSG00000078618.23;gene_id=ENSG00000078618.23;gene_type=protein_coding;gene_name=NRDC;level=1;hgnc_id=HGNC:7995;tag=ncRNA_host;havana_gene=OTTHUMG00000008278.4
chr1	gene	51907955	51990699	-	ID=ENSG00000169213.7;gene_id=ENSG00000169213.7;gene_type=protein_coding;gene_name=RAB3B;level=2;hgnc_id=HGNC:9778;havana_gene=OTTHUMG00000008627.2
chr1	gene	52020130	52055190	-	ID=ENSG00000117862.13;gene_id=ENSG00000117862.13;gene_type=protein_coding;gene_name=TXNDC12;level=2;hgnc_id=HGNC:24626;tag=overlapping_locus;havana_gene=OTTHUMG00000008629.7
chr1	gene	52020152	52033349	-	ID=ENSG00000285839.1;gene_id=ENSG00000285839.1;gene_type=protein_coding;gene_name=ENSG00000285839;level=2;tag=readthrough_gene;havana_gene=OTTHUMG00000193360.1
chr1	gene	52032102	52033809	-	ID=ENSG00000198841.4;gene_id=ENSG00000198841.4;gene_type=protein_coding;gene_name=KTI12;level=2;hgnc_id=HGNC:25160;tag=overlapping_locus;havana_gene=OTTHUMG00000008630.2
